Sector,Project Name,Project Name_English,Analysis,Analysis Information Extracted,Type,Type English,URL,Date,File Size,Document_ID,Project_ID,Feasibility Study Type,Recommendation,Description of Recommendation,Feasibility_Study_Complete,EIIR_Estimated,EIIR_Above_Viable,Climate Change Mentioned,LLM Model Used
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Košiciach,ZSSK - Construction of a technical-hygienic maintenance center in Košice,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_thu_kosice.pdf,25.7.2024,269 kB,1.102,SLK_DP-014,,Neutral,"MF SR acknowledges the need and strategic alignment of a centralized THÚ in Košice and notes operational benefits, but raises material reservations: the CBA is considered inappropriate for this type of project and is based on incorrect assumptions (fleet size, staffing, passengers), the scope—especially the wheel lathe—lacks demonstrated financial return, and there is at least €11.2m (6%) cost-saving potential. Proceeding appears conditional on scope verification and cost reductions.",Not specified,Benefit-Cost Ratio (BCR) 1.5,"Not specified - The document provides a BCR of 1.5 from the study, but MF SR advises against using CBA for this project type and highlights incorrect assumptions, so an EIIR-based viability assessment is not established.",No,gpt-5
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Žiline,ZSSK - Construction of a technical-hygienic maintenance center in Žilina,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_thu_zilina.pdf,13.8.2024,269 kB,1.103,SLK_DP-013,,Neutral,"The assessment acknowledges the need for a THÚ center in Žilina and that the concept of centralizing THÚ activities is beneficial and aligned with strategic documents. However, it flags significant issues: the proposed capacity (especially the stabling yard) appears overdimensioned based on outdated 2014 assumptions and changed operations since 2022; the chosen location on the west side of Žilina station may not be optimal and could strain capacity; the feasibility study analyzed only one full alternative; and the CBA is based on incorrect assumptions. It identifies at least €14.1m (19%) potential savings through price benchmarking and capacity optimization.",No,Not specified,Not specified - The assessment criticizes the CBA (incorrect assumptions on trains and passengers) and recommends focusing on cost-effectiveness instead; no IRR/BCR is provided.,No,gpt-5
Doprava,Prenájom elektrických rušňov do diaľkovej dopravy (aktualizácia),Rental of electric locomotives for long-distance transport (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-zssk-prenajom-rusnov_aktualizacia.pdf,9.9.2024,188 kB,1.104,SLK_DP-012,,Neutral,"The assessment acknowledges an acute need for locomotives for international services from 2025 but advises modifying the proposal. It recommends verifying a smaller, shorter-term lease (reducing from 15 to 8–9 units for international needs), exploring reductions/compensations with ČD and ÖBB, evaluating lease length as an award criterion, and prioritizing purchase as the long-term economically superior option. It also flags risks of higher budget demands if internal savings do not materialize.",Not specified,Not specified,Not specified - The document provides no IRR/BCR; it states that purchase is more economical long-term than leasing and urges limiting the scope/term of the lease and securing future purchases.,No,gpt-5
Doprava,Koridor D1 Bidovce – štátna hranica SK/UA,Corridor D1 Bidovce – state border SK/UA,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_d1-bidovce-statna-hranica-sk_ua.pdf,11.11.2024,"1,13 MB",1.105,SLK_DP-011,,,,,,,,
Doprava,R4 štátna hranica PL/SK – Kapušany,R4 state border PL/SK - Kapušany,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-r4_uhp.pdf,11.11.2024,396 kB,1.106,SLK_DP-010,,Neutral,"The assessment finds the project rationale justified (international commitments and diverting heavy trucks from towns) and prioritizes the Lipníky–Kapušany section. However, it warns that benefits are only marginally above costs (BCR 1.06 and 1.20) and could be lower if truck emissions fall over the 50‑year horizon or if the assumed 95–98% traffic diversion to the tolled road does not materialize. It also deems the proposed design overly generous (four lanes throughout, up to five in climbs on ~40% of the route) and recommends significant cost optimization and right‑sizing on other sections.",Not specified,"BCR: 1.06 (Variant 1), 1.20 (Variant 2); Variant 2 reduced from 1.24 after correcting methodological errors.","Yes - Both variants have BCR > 1, but the assessment labels the project as borderline in social return and highlights risks that could reduce benefits (emission reductions and uncertain 95–98% diversion to the new tolled road).",No,gpt-5
Doprava,"I/15 Stropkov, preložka cesty (aktualizácia)","I/15 Stropkov, road crossing (update)",,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/aktualizacia-hodnotenia_i15-stropkov-prelozka.pdf,13.11.2024,120 kB,1.107,SLK_DP-009,,,,,,,,
Doprava,Nákup 4 elektrických jednotiek pre linku Bratislava – Žilina,Purchase of 4 electric units for the line Bratislava - Žilina,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-zssk-4-ej-560.pdf,14.1.2025,432 kB,1.108,SLK_DP-008,,Positive,"The Ministry of Finance of the Slovak Republic (MF SR) supports the project, stating that ZSSK needs new electric train sets and that the Bratislava – Žilina line is the most suitable for their deployment. The project will unify the rolling stock, shorten travel times, improve service quality, and increase operational efficiency. The assessment also notes that the project's return is likely even higher than the feasibility study suggests, and that the costs are considered reasonable. However, it recommends considering train sets with lower capacity to better match demand and reduce costs.",No,Benefit-Cost Ratio (BCR) 1.06,"Yes - The BCR is above 1, indicating the project is economically viable. The assessment further suggests that the actual return may be even higher than reported in the feasibility study.",No,gpt-4.1
Doprava,Nákup lôžkových vozňov (aktualizácia),Purchase of sleeping cars (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/aktualizacia-hodnotenia-zssk-lozkove-vozne_20250303.pdf,3.3.2025,170 kB,1.109,SLK_DP-007,,Neutral,"The assessment does not provide a clear positive or negative recommendation. It highlights several concerns and risks, such as the lack of economic analysis, unclear demand for the optional vehicles, and the need for a strategic concept for night train services. The document suggests proceeding with caution, recommending that the option for additional vehicles should only be exercised if a financially viable business model is demonstrated, and that a comprehensive concept for night train services should be prepared before any purchase.",No,Not specified,"Not specified - The document does not provide an EIIR or benefit-cost ratio, nor does it assess project viability based on such metrics. It notes that the economic analysis is missing and should be updated after receiving concrete offers.",No,gpt-4.1
Doprava,Nákup elektrických jednotiek do diaľkovej dopravy (aktualizácia),Purchase of electric units for long-distance transport (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/aktualizacia_hodnotenia_zssk_dialkove_supravy.pdf,13.3.2025,135 kB,1.11,SLK_DP-006,,Neutral,"The assessment highlights several concerns and lacks a clear positive or negative recommendation. It notes that the project is formally in line with modernization goals but lacks prioritization among other investments. There are risks of overcapacity and unclear plans for redundant rolling stock. The analysis also points out the absence of an economic analysis and cost-benefit analysis in the updated study, and coordination issues with other procurement projects. The recommendation is therefore neutral, pending further analysis and clarification.",No,Not specified,"Not specified - The document does not provide an EIIR or benefit-cost ratio, nor does it assess project viability based on these metrics. The absence of an economic analysis is explicitly noted.",No,gpt-4.1
Doprava,Obstaranie batériových elektrických jednotiek pre regionálnu dopravu,Procurement of battery electric units for regional transport,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_hybridne-vozidla.pdf,13.3.2025,636 kB,1.111,SLK_DP-005,,Neutral,"MF SR considers the project aligned with the strategic goal of reducing the environmental burden and notes that 16 units appear optimal and investment costs are reasonable. However, benefits are conditional on changes: redeploy new and released vehicles to more suitable lines (e.g., use Nitra–Bratislava instead of Žilina–Rajec), optimize redeployment to avoid higher OPEX and emissions, reassess and justify the option for 20 additional units via an updated study, and adjust procurement criteria toward lower lifecycle OPEX. They flag a potential risk of more frequent traction battery replacements than assumed. With optimized deployment, environmental benefits could increase 5.5× and annual operating savings could rise from 0.7 to 8.0 million EUR (incl. VAT).",No,Not specified,"Not specified - The assessment does not provide an EIIR or benefit-cost ratio; it discusses viability qualitatively and conditionally based on routing, option justification, and O&M risks.",No,gpt-5
Doprava,"D1 Beharovce – Branisko, 2. profil","D1 Beharovce – Branisko, 2nd profile",,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/doprava/hodnotenie_d1_beharovce-branisko.pdf,14.5.2025,512 kB,1.112,SLK_DP-004,,Positive,"The Ministry of Finance of the Slovak Republic (MF SR) supports the continuation of the project in the preferred variant V5, stating that the expansion and reconstruction are justified due to capacity and safety issues. The recommendation is to proceed with the project preparation, reconstruct the I/18 road as planned by SSC, and evaluate cost-effective alternatives for tunnel excavation material. The assessment finds the cost estimates reasonable and the preferred variant justified despite being slightly more expensive than the cheapest option, due to reduced risk to the existing tunnel.",No,Not specified,"Not specified - The document does not provide a specific EIIR or benefit-cost ratio, nor does it explicitly state whether the EIIR is above a viability threshold.",No,gpt-4.1
Doprava,Nákup elektrických jednotiek pre linku Bratislava - Žilina (aktualizácia),Purchase of electric units for the line Bratislava - Žilina (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/doprava/aktualizacia-hodnotenia-zssk-4-ej-560_20250605.pdf,5.6.2025,163 kB,1.113,SLK_DP-003,,,,,,,,
Doprava,Modernizácia ležadlových vozňov pre nočnú dopravu,Modernization of sleeping cars for night transport,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/doprava/hodnotenie-zssk-lezadlove-vozne_20250828.pdf,28.8.2025,356 kB,1.114,SLK_DP-002,,,,,,,,
Doprava,Zvýšenie priepustnosti trate Bratislava – Dunajská Streda – Komárno (doplnenie),Increasing the capacity of the Bratislava - Dunajská Streda - Komárno line (addition),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/doprava/hodnotenie_bratislava_dunajska-streda_komarno.pdf,2.9.2025,581 kB,1.115,SLK_DP-001,,,,,,,,
Doprava,"ŽSR, Optimalizácia trate Prievidza – Jelšovce","ŽSR, Optimization of the Prievidza – Jelšovce line",,,štúdia uskutočniteľnosti,feasibility study,https://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/su_pre_projekt_optimalizacia_trate_prievidza-jelsovce-pdf.rar,,,1.116,SLK_DP-081,Complex File | RAR File,,,,,,,
Doprava,Modernizácia železničného koridoru Žilina – Košice – Čierna nad Tisou,Modernization of the railway corridor Žilina – Košice – Čierna nad Tisou,,,Otázky a odpovede,Questions and answers,https://www.mfsr.sk/files/archiv/58/FAQs_Trat-ZA-KE-CnT.pdf,,297 kB,1.117,SLK_DP-053,,,,,,,,
Doprava,Nákup elektrických jednotiek pre linku Bratislava - Žilina (aktualizácia),Purchase of electric units for the line Bratislava - Žilina (update),,,Aktualizovaná štúdia,Updated study,https://www.zssk.sk/wp-content/uploads/2025/06/SU-Obstaranie-4-ks-EJ_FINAL_akt.-odporucania-UHP-akt.-INV.pdf,,34 MB,1.118,SLK_DP-003,,,,,,,,
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Žiline,ZSSK - Construction of a technical-hygienic maintenance center in Žilina,,,štúdia uskutočniteľnosti,feasibility study,https://www.zssk.sk/wp-content/uploads/2024/07/FS-THU-ZILINA_10_07_2024.pdf,,"3,4 MB",1.119,SLK_DP-013,PDF,,,,,,,
Doprava,"D1 Lietavská Lúčka – Dubná Skala, technológia tunela","D1 Lietavská Lúčka – Dubná Skala, tunnel technology",,,štúdia uskutočniteľnosti,feasibility study,https://ndsas.sk/stavby/studie-realizovatelnosti,,,1.12,SLK_DP-070,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Doprava,Nákup 25 rušňov a 10 ucelených súprav do diaľkovej dopravy,Purchase of 25 locomotives and 10 complete sets for long-distance transport,,,analýza,analysis,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/priloha_cba_stand_tab_vozidla-dialkova-doprava_final.xlsx,,523 kB,1.121,SLK_DP-016,XLSX,,,,,,,
Doprava,Nákup 4 elektrických jednotiek pre linku Bratislava – Žilina,Purchase of 4 electric units for the line Bratislava - Žilina,,,štúdia uskutočniteľnosti,feasibility study,https://www.zssk.sk/wp-content/uploads/2024/12/SU-Obstaranie-4-ks-EJ.pdf,,,1.122,SLK_DP-008,PDF,,,,,,,
Doprava,Modernizácia železničnej trate Hronský Beňadik – Nová Baňa,Modernization of the railway line Hronský Beňadik – Nová Baňa,,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/files/archiv/29/SR-KR-Hronsky-Benadik-Nova-Bana.pdf,,"1,93 MB",1.123,SLK_DP-047,PDF,,,,,,,
Doprava,Nákup 25 rušňov a 10 ucelených súprav do diaľkovej dopravy,Purchase of 25 locomotives and 10 complete sets for long-distance transport,,,štúdia uskutočniteľnosti,feasibility study,https://www.zssk.sk/wp-content/uploads/2024/05/SU-dialkova-doprava_final.pdf,,"1,03 MB",1.124,SLK_DP-016,PDF,,,,,,,
Doprava,Výstavba novej železničnej trate v úseku Nitra – Trnovec nad Váhom,Construction of a new railway line in the section Nitra - Trnovec nad Váhom,,,Najčastejšie otázky a odpovede,Frequently asked questions and answers,https://www.mfsr.sk/files/archiv/53/FAQs_UHP_Trat-Trnovec.pdf,,275 kB,1.125,SLK_DP-061,,,,,,,,
Doprava,TTR – redizajn procesu tvorby cestovného poriadku pre lepšie využívanie železničnej infraštruktúry,TTR - redesign of the timetable creation process for better use of railway infrastructure,,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/files/archiv/92/su-projekt-ttr-08-2023.rar,,"10,8 MB",1.127,SLK_DP-025,PDF,,,,,,,
